Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - java.nio.file.Files.createDirectories(tmpDir),Firefox 62.0,,2018-10-27 15:49:18,2018-10-27 15:49:18,0.003s,PASSED
"Statement - imageFile = tmpDir.resolve(""kazurayam.png"").toFile()",Firefox 62.0,,2018-10-27 15:49:18,2018-10-27 15:49:18,0.003s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 15:49:18,2018-10-27 15:49:23,5.565s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 15:49:23,2018-10-27 15:49:34,11.211s,PASSED
"Statement - testObject = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Katalon Discussion/img_Commentator, [index:6])",Firefox 62.0,,2018-10-27 15:49:34,2018-10-27 15:49:34,0.100s,PASSED
verifyElementPresent,Firefox 62.0,,2018-10-27 15:49:34,2018-10-27 15:49:34,0.030s,PASSED
com.kazurayam.ksbackyard.ScreenshotDriver.verifyImagesAreSimilar,Firefox 62.0,,2018-10-27 15:49:34,2018-10-27 15:49:35,1.006s,PASSED
closeBrowser,Firefox 62.0,,2018-10-27 15:49:35,2018-10-27 15:49:36,0.340s,PASSED
,,,,,,
Test Cases/TC2_verify_images_are_similar - Falsey case,Firefox 62.0,,2018-10-27 15:49:36,2018-10-27 15:49:48,11.740s,PASSED
"Statement - tmpDir = java.nio.file.Paths.get(com.kms.katalon.core.configuration.RunConfiguration.getProjectDir(), ""tmp"")",Firefox 62.0,,2018-10-27 15:49:36,2018-10-27 15:49:36,0.002s,PASSED
Statement - java.nio.file.Files.createDirectories(tmpDir),Firefox 62.0,,2018-10-27 15:49:36,2018-10-27 15:49:36,0.006s,PASSED
"Statement - imageFile = tmpDir.resolve(""kazurayam.png"").toFile()",Firefox 62.0,,2018-10-27 15:49:36,2018-10-27 15:49:36,0.003s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 15:49:36,2018-10-27 15:49:40,4.273s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 15:49:40,2018-10-27 15:49:46,5.605s,PASSED
"Statement - testObject = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Katalon Discussion/img_Commentator, [index:2])",Firefox 62.0,,2018-10-27 15:49:46,2018-10-27 15:49:46,0.015s,PASSED
verifyElementPresent,Firefox 62.0,,2018-10-27 15:49:46,2018-10-27 15:49:46,0.063s,PASSED
com.kazurayam.ksbackyard.ScreenshotDriver.verifyImagesAreDifferent,Firefox 62.0,,2018-10-27 15:49:46,2018-10-27 15:49:47,1.125s,PASSED
closeBrowser,Firefox 62.0,,2018-10-27 15:49:47,2018-10-27 15:49:48,0.396s,PASSED
,,,,,,
Test Cases/TC3_verify_images_are_different,Firefox 62.0,,2018-10-27 15:49:48,2018-10-27 15:50:05,17.029s,PASSED
"Statement - tmpDir = java.nio.file.Paths.get(com.kms.katalon.core.configuration.RunConfiguration.getProjectDir(), ""tmp"")",Firefox 62.0,,2018-10-27 15:49:48,2018-10-27 15:49:48,0.003s,PASSED
Statement - java.nio.file.Files.createDirectories(tmpDir),Firefox 62.0,,2018-10-27 15:49:48,2018-10-27 15:49:48,0.002s,PASSED
"Statement - imageFile = tmpDir.resolve(""kazurayam.png"").toFile()",Firefox 62.0,,2018-10-27 15:49:48,2018-10-27 15:49:48,0.002s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 15:49:48,2018-10-27 15:49:52,4.566s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 15:49:52,2018-10-27 15:50:03,10.978s,PASSED
"Statement - testObject = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Katalon Discussion/img_Commentator, [index:6])",Firefox 62.0,,2018-10-27 15:50:03,2018-10-27 15:50:03,0.016s,PASSED
verifyElementPresent,Firefox 62.0,,2018-10-27 15:50:03,2018-10-27 15:50:03,0.030s,PASSED
com.kazurayam.ksbackyard.ScreenshotDriver.verifyImagesAreSimilar,Firefox 62.0,,2018-10-27 15:50:03,2018-10-27 15:50:04,0.846s,PASSED
closeBrowser,Firefox 62.0,,2018-10-27 15:50:04,2018-10-27 15:50:05,0.340s,PASSED
,,,,,,
Test Cases/TC4_verify_images_are_different - Falsey case,Firefox 62.0,,2018-10-27 15:50:05,2018-10-27 15:50:19,14.328s,FAILED
"Statement - tmpDir = java.nio.file.Paths.get(com.kms.katalon.core.configuration.RunConfiguration.getProjectDir(), ""tmp"")",Firefox 62.0,,2018-10-27 15:50:05,2018-10-27 15:50:05,0.002s,PASSED
Statement - java.nio.file.Files.createDirectories(tmpDir),Firefox 62.0,,2018-10-27 15:50:05,2018-10-27 15:50:05,0.002s,PASSED
"Statement - imageFile = tmpDir.resolve(""kazurayam.png"").toFile()",Firefox 62.0,,2018-10-27 15:50:05,2018-10-27 15:50:05,0.003s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 15:50:05,2018-10-27 15:50:09,4.659s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 15:50:09,2018-10-27 15:50:18,8.123s,PASSED
"Statement - testObject = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Katalon Discussion/img_Commentator, [index:6])",Firefox 62.0,,2018-10-27 15:50:18,2018-10-27 15:50:18,0.021s,PASSED
verifyElementPresent,Firefox 62.0,,2018-10-27 15:50:18,2018-10-27 15:50:18,0.045s,PASSED
com.kazurayam.ksbackyard.ScreenshotDriver.verifyImagesAreDifferent,Firefox 62.0,,2018-10-27 15:50:18,2018-10-27 15:50:19,0.875s,FAILED
closeBrowser,Firefox 62.0,,2018-10-27 15:50:19,2018-10-27 15:50:19,0.362s,PASSED
